scheme_name,min_sip,min_lumpsum,expense_ratio,fund_size_cr,fund_age_yr,fund_manager,sortino,alpha,sd,beta,sharpe,risk_level,amc_name,rating,category,sub_category,returns_1yr,returns_3yr,returns_5yr,risk_adjusted_return,expense_efficiency,return_consistency,sip_type,returns_3yr_score,returns_5yr_score,sharpe_score,alpha_score,expense_ratio_score,beta_score,return_score,alpha_beta_score,final_score,rank
Lic Mf Liquid Fund,1000,5000,0.16,5996.0,10,Rahul Singh,4.72,1.33,0.37,0.73,0.97,3,Lic Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.4,5.3,1.4666666666666668,4.24,5.1000000000000005,High SIP,0.016152716593245242,0.3443223443223443,0.41244239631336405,0.3618226600985222,0.9382239382239382,0.1168021680216802,0.18023753045779478,0.2638144632677854,0.42871164549194307,424.0
Lic Mf Nifty 50 Index Fund,1000,5000,0.2,53.0,10,Jaiprakash Toshniwal,3.44,-0.85,16.75,1.0,1.3,6,Lic Mutual Fund,3,Other,Index Funds,1.0,25.8,11.7,4.3,25.6,12.833333333333334,High SIP,0.33039647577092507,0.5787545787545787,0.48847926267281105,0.308128078817734,0.9227799227799227,0.10948509485094848,0.45457552726275186,0.2286708852310198,0.5445216769192966,81.0
Lic Mf S&P Bse Sensex Index Fund,1000,5000,0.38,68.0,10,Jaiprakash Toshniwal,3.4,-1.81,16.89,1.0,1.23,6,Lic Mutual Fund,3,Other,Index Funds,2.2,25.4,12.6,4.233333333333333,25.02,13.399999999999999,High SIP,0.3245227606461086,0.6117216117216118,0.47235023041474655,0.28448275862068967,0.8532818532818532,0.10948509485094848,0.46812218618386015,0.2144836931127932,0.5272119378438757,113.0
Lic Mf Savings Fund,1000,5000,0.27,707.0,10,Rahul Singh,4.54,2.95,1.02,1.01,1.57,2,Lic Mutual Fund,3,Debt,Low Duration Funds,5.0,5.9,5.6,2.95,5.630000000000001,5.5,High SIP,0.03817914831130691,0.35531135531135527,0.5506912442396313,0.40172413793103456,0.8957528957528957,0.10921409214092137,0.1967452518113311,0.2847201196149893,0.455482591452931,300.0
Lic Mf Tax Plan – Direct Growth,500,500,1.47,401.0,10,Amit Nadekar,2.55,-0.72,14.61,0.81,1.25,6,Lic Mutual Fund,2,Equity,Elss Mutual Funds,-1.9,20.5,9.9,3.4166666666666665,19.03,9.5,Affordable SIP,0.25256975036710716,0.5128205128205129,0.4769585253456221,0.31133004926108376,0.43243243243243246,0.1146341463414634,0.38269513159381,0.2326516880932356,0.39147561902874195,552.0
Mahindra Manulife Elss Fund,500,500,0.73,525.0,6,Fatema Pacha,3.64,2.66,16.21,0.94,1.53,6,Mahindra Manulife Mutual Fund,3,Equity,Elss Mutual Funds,2.3,29.3,12.0,4.883333333333334,28.57,14.533333333333333,Affordable SIP,0.381791483113069,0.5897435897435898,0.5414746543778802,0.3945812807881774,0.7181467181467182,0.11111111111111116,0.48576753642832937,0.2811932129173509,0.52431760692119,117.0
Mahindra Manulife Equity Savings Fund,500,1000,0.7,418.0,6,Fatema Pacha,3.1,3.84,8.16,1.24,1.56,4,Mahindra Manulife Mutual Fund,4,Hybrid,Equity Savings Mutual Funds,1.7,32.4,13.3,8.1,31.7,15.800000000000002,Affordable SIP,0.4273127753303964,0.6373626373626374,0.5483870967741935,0.4236453201970444,0.7297297297297298,0.10298102981029811,0.5323377063465169,0.29537960404234587,0.5493518749322298,74.0
Mahindra Manulife Liquid Fund,0,1000,0.15,514.0,7,Rahul Pal,5.26,1.41,0.37,0.74,1.15,3,Mahindra Manulife Mutual Fund,5,Debt,Liquid Mutual Funds,5.7,4.5,5.4,1.5,4.35,5.2,Affordable SIP,0.017621145374449337,0.34798534798534797,0.4539170506912442,0.36379310344827587,0.9420849420849421,0.11653116531165308,0.18280324667989867,0.26488832819362673,0.4391591935604879,366.0
Mahindra Manulife Low Duration Fund,500,1000,0.37,395.0,6,Rahul Pal,3.11,2.67,0.76,1.07,1.63,3,Mahindra Manulife Mutual Fund,3,Debt,Low Duration Funds,5.2,5.5,6.4,1.8333333333333333,5.13,5.7,Affordable SIP,0.032305433186490456,0.38461538461538464,0.564516129032258,0.3948275862068966,0.8571428571428572,0.1075880758807588,0.20846040890093753,0.2799317820764415,0.45256287096400716,311.0
Mahindra Manulife Mid Cap Fund,500,1000,0.66,1060.0,5,Abhinav Khandelwal,2.99,-0.01,16.69,0.89,1.57,6,Mahindra Manulife Mutual Fund,3,Equity,Mid Cap Mutual Funds,3.7,31.0,14.7,5.166666666666667,30.34,16.46666666666667,Affordable SIP,0.40675477239353885,0.6886446886446886,0.5506912442396313,0.3288177339901478,0.7451737451737452,0.11246612466124661,0.5476997305191138,0.24227709025858732,0.5518531408877964,69.0
Mahindra Manulife Multi Cap Fund,500,1000,0.49,1515.0,6,Fatema Pacha,2.87,4.41,17.39,0.98,1.58,6,Mahindra Manulife Mutual Fund,0,Equity,Multi Cap Funds,1.2,32.6,15.8,5.433333333333334,32.11,16.533333333333335,Affordable SIP,0.43024963289280466,0.728937728937729,0.5529953917050692,0.43768472906403944,0.8108108108108107,0.11002710027100271,0.5795936809152669,0.3066216775468248,0.591132505041847,30.0
Mirae Asset Cash Management Fund,1000,5000,0.17,5983.0,10,Abhishek Iyer,6.12,1.3,0.37,0.7,1.0,2,Mirae Asset Mutual Fund,3,Debt,Liquid Mutual Funds,5.6,4.3,5.3,2.15,4.13,5.066666666666666,High SIP,0.014684287812041119,0.3443223443223443,0.4193548387096774,0.3610837438423646,0.9343629343629344,0.11761517615176154,0.17950331606719272,0.2636963167661234,0.4288174752744646,423.0
Mirae Asset Dynamic Bond Fund,1000,5000,0.18,213.0,6,Amit Modani,0.22,0.15,2.49,1.14,0.19,3,Mirae Asset Mutual Fund,2,Debt,Dynamic Bond,2.8,4.5,7.2,1.5,4.32,4.833333333333333,High SIP,0.017621145374449337,0.4139194139194139,0.23271889400921658,0.3327586206896552,0.9305019305019305,0.10569105691056913,0.21577027964693163,0.2419315951780208,0.40176711256280173,518.0
Mirae Asset Emerging Bluechip Fund,1000,5000,0.68,23394.0,10,Neelesh Surana,3.42,3.14,16.51,0.95,1.51,6,Mirae Asset Mutual Fund,5,Equity,Large & Mid Cap Funds,-1.2,29.4,15.1,4.8999999999999995,28.72,14.433333333333332,High SIP,0.38325991189427305,0.7032967032967034,0.5368663594470046,0.40640394088669957,0.7374517374517374,0.11084010840108405,0.5432783075954882,0.28817840789245336,0.5522742904743986,67.0
Mirae Asset Great Consumer Fund,1000,5000,0.5,1989.0,10,Ankit Jain,3.41,6.38,13.39,0.7,1.68,6,Mirae Asset Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.1,27.2,14.0,4.533333333333333,26.7,16.433333333333334,High SIP,0.3509544787077826,0.6630036630036631,0.576036866359447,0.4862068965517242,0.8069498069498069,0.11761517615176154,0.5069790708557229,0.33877020839173916,0.570551984610391,43.0
Mirae Asset Hybrid – Equity Fund,1000,5000,0.36,6952.0,8,Harshad Borawake,3.27,1.95,12.26,0.84,1.42,6,Mirae Asset Mutual Fund,4,Hybrid,Aggressive Hybrid Mutual Funds,1.7,21.9,12.2,3.65,21.54,11.933333333333332,High SIP,0.2731277533039647,0.5970695970695971,0.5161290322580645,0.37709359605911336,0.8610038610038611,0.11382113821138207,0.4350986751867809,0.2717846129200208,0.5332839337152937,98.0
Mirae Asset Large Cap Fund,1000,5000,0.53,32910.0,10,Gaurav Misra,3.55,0.41,15.64,0.92,1.36,6,Mirae Asset Mutual Fund,3,Equity,Large Cap Mutual Funds,0.6,25.3,12.1,4.216666666666667,24.77,12.666666666666666,High SIP,0.3230543318649045,0.5934065934065934,0.5023041474654378,0.3391625615763547,0.7953667953667953,0.11165311653116528,0.45823046263574896,0.24815878355827894,0.5198185309228278,123.0
Mirae Asset Savings Fund,1000,5000,0.37,606.0,10,Kruti Chheta,3.29,2.65,0.86,1.03,1.47,2,Mirae Asset Mutual Fund,3,Debt,Low Duration Funds,5.2,5.6,5.9,2.8,5.2299999999999995,5.566666666666667,High SIP,0.033773861967694566,0.36630036630036633,0.5276497695852534,0.39433497536945816,0.8571428571428572,0.10867208672086726,0.20003711413403044,0.2800698199100218,0.4418409868428804,359.0
Mirae Asset Short Term Fund,1000,5000,0.31,406.0,5,Basant Bafna,1.74,4.26,1.46,2.04,1.05,2,Mirae Asset Mutual Fund,3,Debt,Short Duration Funds,4.5,6.1,6.7,3.05,5.79,5.766666666666667,High SIP,0.041116005873715125,0.39560439560439564,0.4308755760368663,0.4339901477832513,0.8803088803088803,0.08130081300813008,0.21836020073905538,0.29291441387320283,0.4375335776611959,376.0
Mirae Asset Tax Saver Fund,500,500,0.54,14043.0,7,Neelesh Surana,3.73,2.58,16.81,0.98,1.52,6,Mirae Asset Mutual Fund,5,Equity,Elss Mutual Funds,0.6,30.3,15.3,5.05,29.76,15.4,Affordable SIP,0.3964757709251101,0.7106227106227107,0.5391705069124424,0.3926108374384237,0.7915057915057915,0.11002710027100271,0.5535492407739104,0.2795773425714553,0.5690668469542188,44.0
Motilal Oswal Balance Advantage Fund,500,500,1.19,667.0,6,Santosh Singh,1.13,-4.94,10.32,0.62,0.62,6,Motilal Oswal Mutual Fund,1,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,0.3,9.9,5.6,1.6500000000000001,8.71,5.266666666666667,Affordable SIP,0.09691629955947137,0.35531135531135527,0.3317972350230415,0.20738916256157636,0.5405405405405406,0.11978319783197833,0.2261138274354133,0.17234677666973713,0.31779212961436937,631.0
Motilal Oswal Equity Hybrid Fund,500,500,0.94,385.0,5,Siddharth Bothra,2.63,-1.13,11.94,0.82,1.16,6,Motilal Oswal Mutual Fund,3,Hybrid,Aggressive Hybrid Mutual Funds,1.7,32.4,13.3,5.3999999999999995,31.459999999999997,15.800000000000002,Affordable SIP,0.4273127753303964,0.6373626373626374,0.45622119815668205,0.3012315270935961,0.6370656370656371,0.11436314363143629,0.5323377063465169,0.22648417370873217,0.4974183574926623,163.0
Motilal Oswal Flexi Cap Fund,500,500,0.97,8332.0,9,Siddharth Bothra,1.98,-6.29,15.5,0.86,0.9,6,Motilal Oswal Mutual Fund,1,Equity,Flexi Cap Funds,-1.6,16.4,4.9,2.733333333333333,15.429999999999998,6.566666666666666,Affordable SIP,0.1923641703377386,0.3296703296703297,0.39631336405529954,0.17413793103448277,0.6254826254826256,0.11327913279132795,0.26101725000403414,0.14979441173722086,0.3625093909439131,602.0
Motilal Oswal Focused Fund,500,500,1.0,1643.0,10,Siddharth Bothra,2.1,-4.81,16.36,0.94,1.01,6,Motilal Oswal Mutual Fund,2,Equity,Focused Funds,2.6,20.4,10.6,3.4,19.4,11.200000000000001,Affordable SIP,0.25110132158590304,0.5384615384615384,0.4216589861751152,0.21059113300492613,0.6138996138996139,0.11111111111111116,0.39478143002372074,0.17079912424740012,0.42133914135652484,454.0
Motilal Oswal Long Term Equity Fund,500,500,0.8,2187.0,8,Aditya Khemani,3.01,1.02,15.9,0.88,1.36,6,Motilal Oswal Mutual Fund,3,Equity,Elss Mutual Funds,8.5,25.0,10.0,4.166666666666667,24.2,14.5,Affordable SIP,0.3186490455212922,0.5164835164835165,0.5023041474654378,0.35418719211822663,0.6911196911196911,0.11273712737127373,0.41756628100240434,0.25760716621944546,0.47890833960688883,228.0
Motilal Oswal Midcap Fund,500,500,0.87,3769.0,9,Niket Shah,3.72,7.69,15.34,0.77,1.98,6,Motilal Oswal Mutual Fund,5,Equity,Mid Cap Mutual Funds,14.6,34.0,16.4,5.666666666666667,33.13,21.666666666666668,Affordable SIP,0.4508076358296622,0.7509157509157509,0.6451612903225806,0.518472906403941,0.6640926640926641,0.11571815718157186,0.6008616933727066,0.3573710067149933,0.5890057524440138,33.0
Motilal Oswal Ultra Short Term Fund,500,500,0.58,101.0,10,Rakesh Shetty,-0.2,1.32,0.39,1.01,-0.09,1,Motilal Oswal Mutual Fund,1,Debt,Ultra Short Duration Funds,4.7,3.9,1.8,3.9,3.32,3.466666666666667,Affordable SIP,0.008810572687224669,0.21611721611721613,0.16820276497695852,0.361576354679803,0.7760617760617761,0.10921409214092137,0.1124638944022204,0.26063144966425034,0.31173627222136147,633.0
Navi 3 In 1 Fund,500,1000,0.34,15.0,10,Aditya Mulki,3.29,0.91,15.51,0.89,1.41,6,Navi Mutual Fund,2,Hybrid,Multi Asset Allocation Mutual Funds,0.2,32.6,12.4,5.433333333333334,32.26,15.066666666666668,Affordable SIP,0.43024963289280466,0.6043956043956045,0.5138248847926267,0.3514778325123153,0.8687258687258688,0.11246612466124661,0.5173226186442046,0.2558731493718878,0.5652564640034576,49.0
Navi Elss Tax Saver Fund,500,500,0.4,56.0,7,Aditya Mulki,2.925,2.0,12.52,0.865,1.3,6,Navi Mutual Fund,2,Equity,Elss Mutual Funds,1.3,23.4,10.5,3.9,23.0,11.733333333333334,Affordable SIP,0.2951541850220264,0.5347985347985348,0.48847926267281105,0.3783251231527094,0.8455598455598455,0.11314363143631434,0.4149763599102806,0.2722525264661514,0.5159142368585585,129.0
Navi Large & Midcap Fund,500,10,0.35,234.0,7,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,3,Equity,Large & Mid Cap Funds,1.6,28.7,12.7,4.783333333333333,28.349999999999998,14.333333333333334,Affordable SIP,0.3729809104258443,0.6153846153846154,0.5599078341013825,0.45862068965517244,0.8648648648648649,0.11355013550135507,0.4941827629052299,0.3205924679936455,0.5739597583976316,41.0
Navi Large Cap Equity Fund,500,1000,0.31,91.0,10,Aditya Mulki,3.12,5.26,15.37,0.85,1.61,6,Navi Mutual Fund,2,Equity,Large Cap Mutual Funds,0.2,32.6,12.4,5.433333333333334,32.29,15.066666666666668,Affordable SIP,0.43024963289280466,0.6043956043956045,0.5599078341013825,0.45862068965517244,0.8803088803088803,0.11355013550135507,0.5173226186442046,0.3205924679936455,0.5870767045542252,35.0
Navi Regular Savings Fund,500,10,0.39,26.0,10,Surbhi Sharma,2.69,1.01,3.3,0.5,1.38,4,Navi Mutual Fund,3,Hybrid,Conservative Hybrid Mutual Funds,4.4,8.4,6.5,2.1,8.01,6.433333333333334,Affordable SIP,0.07488986784140969,0.3882783882783883,0.5069124423963133,0.3539408866995074,0.8494208494208494,0.12303523035230357,0.23158412805989897,0.26157862416062583,0.4456081456825285,343.0
Navi Ultra Short Term Fund,500,1000,0.73,11.0,10,Surbhi Sharma,2.45,1.07,0.36,0.59,0.79,2,Navi Mutual Fund,1,Debt,Ultra Short Duration Funds,1.7,32.4,13.3,16.2,31.669999999999998,15.800000000000002,Affordable SIP,0.4273127753303964,0.6373626373626374,0.3709677419354839,0.3554187192118227,0.7181467181467182,0.12059620596205967,0.5323377063465169,0.2614897139119175,0.5058887675491708,145.0
Nippon India Arbitrage Fund,100,5000,0.21,9234.0,10,Anand Devendra Gupta,1.67,1.74,0.7,0.61,1.31,1,Nippon India Mutual Fund,4,Hybrid,Arbitrage Mutual Funds,5.6,4.9,5.7,4.9,4.69,5.3999999999999995,Affordable SIP,0.023494860499265788,0.358974358974359,0.4907834101382489,0.3719211822660099,0.9189189189189189,0.12005420054200544,0.1912346097368124,0.2711743895764081,0.44505641408856567,347.0
Nippon India Balanced Advantage Fund,100,100,0.65,6593.0,10,Amar Kalkundrikar,3.76,3.1,8.53,0.56,1.58,5,Nippon India Mutual Fund,3,Hybrid,Dynamic Asset Allocation Or Balanced Advantage,5.3,17.1,10.1,3.4200000000000004,16.450000000000003,10.833333333333334,Affordable SIP,0.20264317180616742,0.5201465201465202,0.5529953917050692,0.4054187192118227,0.7490347490347491,0.1214092140921409,0.3613948459763438,0.29181491716394997,0.4861879415648311,199.0
Nippon India Banking & Psu Debt Fund,100,5000,0.33,4008.0,8,Pranay Sinha,1.84,5.1,1.92,2.27,1.08,3,Nippon India Mutual Fund,4,Debt,Banking And Psu Mutual Funds,4.2,6.9,7.4,2.3000000000000003,6.57,6.166666666666667,Affordable SIP,0.052863436123348026,0.4212454212454213,0.4377880184331797,0.45467980295566507,0.8725868725868726,0.07506775067750682,0.23705442868438467,0.3028349820444018,0.44595134061376823,340.0
Nippon India Banking&Financial Services-Dirgrowth,100,5000,1.32,3826.0,10,Vinay Sharma,2.22,6.01,24.98,0.93,1.15,6,Nippon India Mutual Fund,3,Equity,Sectoral / Thematic Mutual Funds,8.8,28.3,9.5,4.716666666666667,26.98,15.533333333333333,Affordable SIP,0.36710719530102787,0.4981684981684982,0.4539170506912442,0.4770935960591134,0.49034749034749037,0.11138211382113816,0.432637846734763,0.3308090031639233,0.4360467718936152,382.0
Nippon India Consumption Fund,100,5000,1.76,312.0,10,Amar Kalkundrikar,4.22,8.77,14.85,0.76,1.76,6,Nippon India Mutual Fund,5,Equity,Sectoral / Thematic Mutual Funds,12.1,30.6,14.6,5.1000000000000005,28.84,19.1,Affordable SIP,0.4008810572687224,0.684981684981685,0.5944700460829493,0.5450738916256158,0.3204633204633205,0.11598915989159897,0.5429313711252037,0.3734399989320091,0.4721983876223029,250.0
Nippon India Corporate Bond Fund,100,5000,0.32,1701.0,10,Vivek Sharma,2.64,2.14,1.41,0.47,1.61,3,Nippon India Mutual Fund,5,Debt,Corporate Bond Mutual Funds,5.1,6.8,7.0,2.2666666666666666,6.4799999999999995,6.3,Affordable SIP,0.0513950073421439,0.4065934065934066,0.5599078341013825,0.38177339901477836,0.8764478764478765,0.1238482384823848,0.22899420696777525,0.2786033348018209,0.46448171893962886,270.0
Nippon India Credit Risk Fund,100,500,1.0,927.0,10,Sushil Budhia,3.84,6.08,3.87,0.9,1.26,5,Nippon India Mutual Fund,2,Debt,Credit Risk Funds,4.8,9.5,4.4,1.9,8.5,6.233333333333334,Affordable SIP,0.0910425844346549,0.31135531135531136,0.47926267281105994,0.4788177339901478,0.6138996138996139,0.1121951219512195,0.20119894789498313,0.3321686891745765,0.3796323205712952,576.0
Nippon India Dynamic Bond Fund,100,5000,0.28,3340.0,10,Pranay Sinha,0.46,0.97,4.28,2.0,0.36,3,Nippon India Mutual Fund,1,Debt,Dynamic Bond,3.6,5.6,6.7,1.8666666666666665,5.319999999999999,5.3,Affordable SIP,0.033773861967694566,0.39560439560439564,0.271889400921659,0.3529556650246306,0.8918918918918919,0.08238482384823853,0.2146891287860451,0.24472732855407375,0.3999356039548339,529.0
Nippon India Equity Hybrid Fund,100,500,1.31,2764.0,10,Meenakshi Dawar,3.57,4.96,12.52,0.83,1.62,5,Nippon India Mutual Fund,1,Hybrid,Aggressive Hybrid Mutual Funds,4.2,24.3,5.9,4.86,22.990000000000002,11.466666666666667,Affordable SIP,0.3083700440528634,0.36630036630036633,0.5622119815668203,0.4512315270935961,0.4942084942084942,0.11409214092140918,0.33733520517661486,0.31637577262472133,0.41838496782984175,465.0
Nippon India Equity Savings Fund,100,5000,0.69,178.0,8,Sushil Budhia,3.22,2.71,6.41,0.89,1.41,2,Nippon India Mutual Fund,1,Hybrid,Equity Savings Mutual Funds,3.9,12.2,1.3,6.1,11.51,5.8,Affordable SIP,0.13069016152716592,0.1978021978021978,0.5138248847926267,0.3958128078817734,0.7335907335907337,0.11246612466124661,0.16424617966468186,0.2824741345935627,0.39423225241111587,542.0
Nippon India Floating Rate Fund,100,5000,0.27,7288.0,10,Anju Chhajer,2.66,4.77,1.72,1.84,1.34,3,Nippon India Mutual Fund,3,Debt,Floater Mutual Funds,4.5,6.9,7.1,2.3000000000000003,6.630000000000001,6.166666666666667,Affordable SIP,0.052863436123348026,0.41025641025641024,0.49769585253456217,0.4465517241379311,0.8957528957528957,0.08672086720867211,0.23155992318987914,0.30261938136622746,0.4614942709260222,277.0
Nippon India Focused Equity Fund,100,5000,1.2,5929.0,10,Vinay Sharma,3.5,2.01,20.2,1.12,1.4,6,Nippon India Mutual Fund,3,Equity,Focused Funds,3.2,33.0,11.9,5.5,31.8,16.033333333333335,Affordable SIP,0.4361233480176211,0.5860805860805861,0.511520737327189,0.3785714285714286,0.5366795366795367,0.10623306233062335,0.5111019670491036,0.2696360820751065,0.4813602307662294,220.0
Nippon India Gold Savings Fund,100,100,0.19,1447.0,10,Mehul Dama,1.03,-0.52,14.76,1.04,0.46,5,Nippon India Mutual Fund,2,Other,Fofs Domestic,14.2,11.7,13.1,2.34,11.51,13.0,Affordable SIP,0.12334801762114536,0.63003663003663,0.29493087557603687,0.316256157635468,0.9266409266409267,0.10840108401084014,0.3766923238288877,0.23311412818561686,0.4762904555348366,237.0
Nippon India Growth Fund,100,100,1.09,13409.0,10,Rupesh Patel,3.62,2.25,16.8,0.91,1.74,6,Nippon India Mutual Fund,4,Equity,Mid Cap Mutual Funds,5.6,32.4,14.5,5.3999999999999995,31.31,17.5,Affordable SIP,0.4273127753303964,0.6813186813186813,0.5898617511520737,0.3844827586206897,0.5791505791505791,0.11192411924119239,0.5543157283245389,0.27545930286889075,0.5258051817782087,114.0
Nippon India Gsf – Direct Growth,100,5000,0.63,1158.0,10,Pranay Sinha,0.57,0.57,2.98,0.69,0.45,2,Nippon India Mutual Fund,3,Debt,Gilt Mutual Funds,4.4,5.5,8.3,2.75,4.87,6.066666666666667,Affordable SIP,0.032305433186490456,0.45421245421245426,0.2926267281105991,0.3431034482758621,0.7567567567567568,0.11788617886178865,0.24325894369947237,0.2530165405102327,0.3829705933676329,569.0
Nippon India Hybrid Bond Fund,100,5000,1.26,716.0,10,Sushil Budhia,4.19,3.09,2.5,0.33,2.17,6,Nippon India Mutual Fund,1,Hybrid,Conservative Hybrid Mutual Funds,5.1,9.6,3.4,1.5999999999999999,8.34,6.033333333333332,Affordable SIP,0.09251101321585903,0.27472527472527475,0.6889400921658986,0.4051724137931035,0.5135135135135135,0.12764227642276427,0.1836181439705669,0.2941603588449678,0.38373770822653,567.0
Nippon India Income Fund,100,5000,0.58,238.0,10,Vivek Sharma,0.6,1.14,3.05,1.43,0.5,2,Nippon India Mutual Fund,3,Debt,Medium To Long Duration Funds,6.0,5.8,7.9,2.9,5.22,6.566666666666667,Affordable SIP,0.036710719530102784,0.43956043956043955,0.30414746543778803,0.3571428571428572,0.7760617760617761,0.09783197831978319,0.23813557954527118,0.2534185056136276,0.3881119447631543,560.0
Nippon India Index Fund,100,5000,0.15,374.0,10,Mehul Dama,3.23,-1.01,16.9,1.0,1.28,6,Nippon India Mutual Fund,4,Other,Index Funds,1.5,25.6,13.0,4.266666666666667,25.450000000000003,13.366666666666667,Affordable SIP,0.3274596182085169,0.6263736263736264,0.4838709677419355,0.30418719211822665,0.9420849420849421,0.10948509485094848,0.4769166222910716,0.22630635321131537,0.5570080309677486,57.0
Nippon India Index Fund,100,100,0.2,638.0,10,Mehul Dama,3.33,-1.48,16.64,0.99,1.26,6,Nippon India Mutual Fund,3,Other,Index Funds,0.9,26.0,11.9,4.333333333333333,25.8,12.933333333333332,Affordable SIP,0.3333333333333333,0.5860805860805861,0.47926267281105994,0.29261083743842364,0.9227799227799227,0.1097560975609756,0.45970695970695974,0.21946894148744445,0.5433506403630932,82.0
